Text,X,Y,Z
교수연구실,498.17954970423466,244.54150520560702,0.0
전기전자공학부,493.3582010856502,239.25248612699355,0.0
교수연구실,347.7872665832464,241.7403078679744,0.0
전기전자공학부,342.80679767874375,236.6055836527385,0.0
PS실,774.8621587231864,377.0465699216426,0.0
통신 및 정보시스템연구실,259.1371745837969,368.65262875382706,0.0
전기전자공학부,270.6457282385403,363.36362945153576,0.0
교수연구실,610.3144590258437,246.40736162318157,0.0
산업경영공학부,605.338815543882,241.11834254456824,0.0
연구및자료실,194.58896070208473,263.9811945433215,0.0
전기전자공학부,192.26025924702205,258.6921754647083,0.0
공과대학행정팀,773.4657130819671,661.709300572885,0.0
공과대학장,777.6630396396682,652.6878171588904,0.0
전력계통연구실,530.2174284801275,345.9440913947729,0.0
전기전자공학부,530.2174284801275,340.809367179537,0.0
세미나실1,764.1298652552267,542.3754145572756,0.0
산업경영공학부,758.2237853810359,537.0863757023407,0.0
PS실,649.0443287077926,569.5919051619406,0.0
PS실,649.0443287077926,504.58082646641856,0.0
세미나실3(회의실),758.8457111517981,470.9857403286709,0.0
산업경영공학부,761.6420830668898,465.70152689627685,0.0
지능시스템설계연구실,936.7679000267464,365.3837609561657,0.0
산업경영공학부,944.0769912810247,360.25384238714867,0.0
교수연구실,461.0118116882902,243.91957943484456,0.0
전기전자공학부,456.03130323114385,238.63056035623137,0.0
교수연구실,873.9360731217723,238.31714520693575,0.0
산업경영공학부,869.1147640558324,233.03295155086343,0.0
반도체 및 마이크로/나노시스템연구실,320.5659505560405,362.7416443518077,0.0
전기전자공학부,345.1403245563473,357.4526450495164,0.0
반도체소자 및 회로 연구실,219.31762956576873,333.8135526403014,0.0
전기전자공학부,231.60726882983653,328.6788284250655,0.0
데이터 애널리틱스 및 의료정보 연구실,995.8679349912835,368.65262875382706,0.0
산업경영공학부,1021.2185691783739,363.36362945153576,0.0
물류/교통정보시스템연구실,1044.0814211771276,342.36663387035713,0.0
산업경영공학부,1057.1472415226913,337.0775950154219,0.0
"(0,0) 원점",-8.965535413444304,-11.61390840088934,0.0
