filename,floor,text,category,center_x,center_y
B2F-autosync.dxf,-2,보관실,misc,27300.0,24900.0
B2F-autosync.dxf,-2,열유체공학 실습실,lab,47260.0,21500.0
B2F-autosync.dxf,-2,기계공학부,ps,47260.0,21500.0
B2F-autosync.dxf,-2,차세대 재료물성 평가연구실Ⅱ,lab,26120.0,22580.0
B2F-autosync.dxf,-2,기계공학부,ps,31050.0,21500.0
B2F-autosync.dxf,-2,최병호,misc,31050.0,21500.0
B2F-autosync.dxf,-2,차세대재료물성평가실험실Ⅰ,lab,31050.0,21500.0
B2F-autosync.dxf,-2,기계공학부,ps,34650.0,21500.0
B2F-autosync.dxf,-2,최병호,misc,34650.0,21500.0
B2F-autosync.dxf,-2,수리학실험실,lab,22130.0,21700.0
B2F-autosync.dxf,-2,냉동공조 및 이상유동 실험실,lab,77880.0,20620.0
B2F-autosync.dxf,-2,기계공학부,ps,77880.0,20620.0
B2F-autosync.dxf,-2,기계공학부,ps,59860.0,21500.0
B2F-autosync.dxf,-2,냉동공조 및 이상유동 실험실Ⅱ,lab,84970.0,26330.0
B2F-autosync.dxf,-2,기계공학부,ps,87710.0,22550.0
B2F-autosync.dxf,-2,근골격생체역학연구실,lab,63460.0,21500.0
B2F-autosync.dxf,-2,기계공학부,ps,67520.0,21500.0
B2F-autosync.dxf,-2,바이오나노진동 시스템연구실Ⅱ,lab,67520.0,21500.0
B2F-autosync.dxf,-2,기계공학부,ps,72020.0,22920.0
B2F-autosync.dxf,-2,정밀측정실,misc,86270.0,43060.0
B2F-autosync.dxf,-2,기계공학부,ps,86270.0,43060.0
B2F-autosync.dxf,-2,화장실(여),restroom,83460.0,31250.0
B2F-autosync.dxf,-2,PS실,ps,62490.0,35490.0
B2F-autosync.dxf,-2,PS실,ps,70960.0,29510.0
B2F-autosync.dxf,-2,화장실(남),restroom,62340.0,33950.0
B2F-autosync.dxf,-2,PS실,ps,67160.0,29250.0
B2F-autosync.dxf,-2,PS실,ps,80410.0,32600.0
B2F-autosync.dxf,-2,ELEV실,elevator,77590.0,31250.0
B2F-autosync.dxf,-2,ELEV실,elevator,80700.0,35570.0
B2F-autosync.dxf,-2,PS실,ps,83590.0,33930.0
B2F-autosync.dxf,-2,계단실,stair,69160.0,33110.0
B2F-autosync.dxf,-2,PS실,ps,80410.0,29850.0
B2F-autosync.dxf,-2,PS실,ps,62800.0,29930.0
B2F-autosync.dxf,-2,중앙감시실,misc,28730.0,31400.0
B2F-autosync.dxf,-2,숙직실,lounge,30680.0,35710.0
B2F-autosync.dxf,-2,기계공학부 한국델켐 기계공작 실습실,ps,70760.0,43550.0
B2F-autosync.dxf,-2,준비실,misc,76650.0,41540.0
B2F-autosync.dxf,-2,기계공학부,ps,75040.0,41100.0
B2F-autosync.dxf,-2,공구실,misc,79070.0,39840.0
B2F-autosync.dxf,-2,기계공학부,ps,79070.0,39840.0
B2F-autosync.dxf,-2,신재생에너지시스템실험실,lab,84450.0,33930.0
B2F-autosync.dxf,-2,기계공학부,ps,87710.0,32910.0
B2F-autosync.dxf,-2,전기실출입신청용,ps,69200.0,35110.0
