Text,X,Y,Z,Floor
산업경영공학부,869.1147640558324,233.03295155086343,0.0,5F
반도체 및 마이크로/나노시스템연구실,320.5659505560405,362.7416443518077,0.0,5F
전기전자공학부,345.1403245563473,357.4526450495164,0.0,5F
반도체소자 및 회로 연구실,219.31762956576873,333.8135526403014,0.0,5F
전기전자공학부,231.60726882983653,328.6788284250655,0.0,5F
데이터 애널리틱스 및 의료정보 연구실,995.8679349912835,368.65262875382706,0.0,5F
산업경영공학부,1021.2185691783739,363.36362945153576,0.0,5F
물류/교통정보시스템연구실,1044.0814211771276,342.36663387035713,0.0,5F
산업경영공학부,1057.1472415226913,337.0775950154219,0.0,5F
"(0,0) 원점",-8.965535413444304,-11.61390840088934,0.0,5F
지상 6층 평면도,602.1735924078212,42.238837005559034,0.0,6F
교수연구실,498.6389306185434,244.13226557623457,0.0,6F
신소재공학부,496.1523583722212,238.8459869220145,0.0,6F
교수연구실,948.5025051682718,244.13226557623457,0.0,6F
신소재공학부,946.1702664362524,238.8459869220145,0.0,6F
기능성 나노구조 실험실,413.4556068607753,347.7043544286953,0.0,6F
신소재공학부,423.24847157121536,343.1939535199831,0.0,6F
반도체박막 연구실,585.3782002752462,348.5904280428301,0.0,6F
신소재공학부,591.1318675410446,343.30416915468487,0.0,6F
태양전지 실험실,1035.0876389714235,348.7446627267573,0.0,6F
신소재공학부,1038.3499901328769,343.45836430646193,0.0,6F
교수연구실,836.1174251288451,244.13226557623457,0.0,6F
신소재공학부,833.6308528825228,238.8459869220145,0.0,6F
교수연구실,986.1233549513728,244.13226557623457,0.0,6F
신소재공학부,983.6367827050506,238.8459869220145,0.0,6F
광전자재료 실험실,305.8880727708843,347.7043544286953,0.0,6F
신소재공학부,310.7056582525704,343.1939535199831,0.0,6F
극한 환경용 합금 설계 및 공정 실험실,861.3006698223129,348.5904280428301,0.0,6F
신소재공학부,888.3440603103508,343.30416915468487,0.0,6F
교수연구실,386.0995170648138,244.13226557623457,0.0,6F
신소재공학부,383.6081614283199,238.8459869220145,0.0,6F
교수연구실,1023.5850482978475,244.13226557623457,0.0,6F
신소재공학부,1021.0984760515256,238.8459869220145,0.0,6F
교수연구실,236.09354771013662,244.13226557623457,0.0,6F
신소재공학부,233.60223160579278,238.8459869220145,0.0,6F
교수연구실,648.6448209089199,244.13226557623457,0.0,6F
신소재공학부,646.1584067911988,238.8459869220145,0.0,6F
교수연구실,273.5553201209125,244.13226557623457,0.0,6F
신소재공학부,271.22296279244256,238.8459869220145,0.0,6F
PS실,696.9913755502582,367.43164847937044,0.0,6F
PS실,849.7941259337194,310.6951460731801,0.0,6F
교수연구실,536.1054073551907,244.13226557623457,0.0,6F
신소재공학부,533.6189932374692,238.8459869220145,0.0,6F
신소재공학부자료실2,675.0714307898494,244.13226557623457,0.0,6F
신소재공학부,683.6249230599964,238.8459869220145,0.0,6F
나노전자유기복합재료연구실 I,444.39014689103044,337.7539343337128,0.0,6F
신소재공학부,460.4030396429425,333.24752617216853,0.0,6F
PS실,777.0461934651738,377.06919137175316,0.0,6F
신소재공학부자료실1,562.5320172361198,244.13226557623457,0.0,6F
신소재공학부,571.0806865839446,238.8459869220145,0.0,6F
교수연구실,873.5791184753213,244.13226557623457,0.0,6F
신소재공학부,871.0925462289982,238.8459869220145,0.0,6F
광전자재료 연구실,343.34976611736,347.7043544286953,0.0,6F
신소재공학부,348.1673911311962,343.1939535199831,0.0,6F
유기반도체공정 연구실,489.15912100537867,347.7043544286953,0.0,6F
신소재공학부,498.17596960778536,343.1939535199831,0.0,6F
ELEV실,775.648257570509,336.6533790387767,0.0,6F
나노 광전소재 연구실,962.1832382524647,347.1929665339669,0.0,6F
신소재공학부,971.1993357440184,341.9067076458218,0.0,6F
교수연구실,911.0408118217964,244.13226557623457,0.0,6F
신소재공학부,908.7084940254765,238.8459869220145,0.0,6F
교수연구실,423.56124994343946,244.13226557623457,0.0,6F
신소재공학부,421.2289321471199,238.8459869220145,0.0,6F
광전자재료 실험실,230.80695279871492,347.7043544286953,0.0,6F
신소재공학부,235.78219249531904,343.1939535199831,0.0,6F
전자재료 연구실,382.2099488086032,347.7043544286953,0.0,6F
신소재공학부,385.7867386925897,343.1939535199831,0.0,6F
극한 환경용 합금 설계 및 공정 연구실,1043.4827654479489,263.2952381830899,0.0,6F
신소재공학부,1066.645284752815,258.94243219107017,0.0,6F
신소재공학부행정실,732.5892070800469,244.13226557623457,0.0,6F
신소재공학부,739.8945903047106,238.8459869220145,0.0,6F
교수연구실,798.6556527180688,244.13226557623457,0.0,6F
신소재공학부,796.1643366137254,238.8459869220145,0.0,6F
교수연구실,311.0170529995383,244.13226557623457,0.0,6F
신소재공학부,308.68473520321845,238.8459869220145,0.0,6F
교수연구실,461.0229828220654,244.13226557623457,0.0,6F
신소재공학부,458.69066502574555,238.8459869220145,0.0,6F
자성재료 연구실,270.4471048130098,347.7043544286953,0.0,6F
신소재공학부,273.24392537394465,343.1939535199831,0.0,6F
ELEV실,695.590830533681,327.48354101517333,0.0,6F
FL06,734.6096162114466,294.8298268378899,0.0,6F
교수연구실,348.63296126386604,244.13226557623457,0.0,6F
신소재공학부,346.1464680818444,238.8459869220145,0.0,6F
교수연구실,611.0289521767428,244.13226557623457,0.0,6F
신소재공학부,608.6966343804229,238.8459869220145,0.0,6F
반도체박막연구실,531.7496759840574,338.99872267858075,0.0,6F
신소재공학부,535.9489391047782,334.4882822377182,0.0,6F
PS실,651.2903914632661,569.6694317272264,0.0,6F
PS실,651.2903914632661,504.69067366925657,0.0,6F
"(0,0) 원점",-8.965535413444304,-11.61390840088934,0.0,6F
BOARD,937.8788541281854,234.80755985969773,0.0,7F
BOARD,1012.8461211350876,234.80755985969773,0.0,7F
BOARD,796.7540115316508,234.80755985969773,0.0,7F
BOARD,946.6803922724475,234.80755985969773,0.0,7F
지상 7층 평면도,650.1020092103658,30.71252187237318,0.0,7F
BOARD,935.0513470100586,339.47236441828335,0.0,7F
PS실,696.9428823672865,367.4404089170356,0.0,7F
ELEV실,695.5268506878241,327.52308337176544,0.0,7F
PS실,654.5088532702268,311.02021933478676,0.0,7F
PS실,849.6980491709952,310.86260937351216,0.0,7F
PS실,776.9352033696381,377.18396982971166,0.0,7F
ELEV실,775.5218894478444,336.7937744335933,0.0,7F
MODELS ROOM,958.1382587687298,349.2595693217575,0.0,7F
CAD ROOM,890.5593758523949,351.61378693527854,0.0,7F
LIBRARY,1047.8747002221019,314.3034404584785,0.0,7F
SEMINAR 4,910.9901191271433,244.21198058563743,0.0,7F
OPEN STUDIO,437.47460099730216,286.0174083207275,0.0,7F
EXHIBITION HALL,716.7442249395749,244.21198058563743,0.0,7F
SEMINAR 1,798.9373701152617,244.21198058563743,0.0,7F
SEMINAR 2,836.0267688886471,244.21198058563743,0.0,7F
SEMINAR 6,986.1092608272982,244.21198058563743,0.0,7F
SEMINAR 3,873.4280703215449,244.21198058563743,0.0,7F
SEMINAR 5,948.5520879986933,244.21198058563743,0.0,7F
FL07,750.691336309554,291.20109143657805,0.0,7F
ROBOT ARM ROOM,639.7395988897078,252.3869556861811,0.0,7F
"(0,0) 원점",-8.965535413444304,-11.61390840088934,0.0,7F
지하 1층 평면도,647.4706584832525,43.5554662213612,0.0,B1F
CLEAN ROOM,866.1450305619162,349.12194374197696,0.0,B1F
공동실험팀,870.3385527206074,343.0707056337695,0.0,B1F
TEM시편준비실,1053.7815445896442,244.9856420486312,0.0,B1F
공동실험팀,1059.2135308916172,239.0865379209286,0.0,B1F
중앙감시실,649.3333672848983,597.1294207554888,0.0,B1F
ELEV실,691.2355926316492,327.3940774724581,0.0,B1F
3D프린터실,518.3468191885847,271.3687015547927,0.0,B1F
공동실험팀,518.9660907294123,265.4695974270901,0.0,B1F
ARES실,514.7780153184988,335.6180548445932,0.0,B1F
공동실험팀,510.117414803265,329.5668562055726,0.0,B1F
FIB실,729.8840571573189,244.9856420486312,0.0,B1F
공동실험팀,722.5888884234585,239.0865379209286,0.0,B1F
Yellow Room,1056.5735948635863,349.12194374197696,0.0,B1F
공동실험팀,1059.2135308916172,343.0707056337695,0.0,B1F
공동실험팀,662.0604433823585,239.0865379209286,0.0,B1F
열환경실험실,589.272000600341,348.81228823696966,0.0,B1F
공동실험팀,592.0641298126568,342.76108959794897,0.0,B1F
전자현미경실,913.9463995055568,282.5423099291529,0.0,B1F
공동실험팀,916.7438175889033,276.64316633226343,0.0,B1F
ELEV실,771.1670109632421,336.55234969983263,0.0,B1F
시편준비실,973.6980909505136,254.60566429233083,0.0,B1F
공동실험팀,973.6980909505136,248.55444591871674,0.0,B1F
E-BEAM실,590.0488331348579,256.77844302544537,0.0,B1F
공동실험팀,588.8049222437984,250.72722465183128,0.0,B1F
TEM실,1023.05296708644,254.60566429233083,0.0,B1F
공동실험팀,1017.3113055448666,248.55444591871674,0.0,B1F
열환경쳄버제어실,641.2615238932682,355.33068364009324,0.0,B1F
공동실험팀,649.643042524499,349.2794455318859,0.0,B1F
XRD실,783.5791229500708,259.72801482389,0.0,B1F
공동실험팀,777.8374614084964,253.67679645027593,0.0,B1F
CLEAN ROOM,961.2859789636846,349.12194374197696,0.0,B1F
공동실험팀,965.474054374598,343.0707056337695,0.0,B1F
전해연마실,926.5178880686667,218.3745789176462,0.0,B1F
공동실험팀,926.5178880686667,214.64947706784886,0.0,B1F
BF01,493.8223242194553,450.6471909847298,0.0,B1F
"(0,0) 원점",-8.965535413444304,-11.61390840088934,0.0,B1F
